ListName,ListFilter,ItemOrder,Item,ItemDescription,FieldUsedIn,ValidateLoops,Validate,Note,Flag
SurfaceTopography,,1,,Null,SurfaceTopographyType,,TRUE,,FALSE
SurfaceTopography,,2,cha,Channeled,SurfaceTopographyType,,TRUE,,FALSE
SurfaceTopography,,3,dom,Domed,SurfaceTopographyType,,TRUE,,FALSE
SurfaceTopography,,4,gul,Gullied,SurfaceTopographyType,,TRUE,,FALSE
SurfaceTopography,,5,hmk,Hummocked,SurfaceTopographyType,,TRUE,,FALSE
SurfaceTopography,,6,lob,Lobed,SurfaceTopographyType,,TRUE,,FALSE
SurfaceTopography,,7,mnd,Mounded,SurfaceTopographyType,,TRUE,,FALSE
SurfaceTopography,,8,net,Netted,SurfaceTopographyType,,TRUE,,FALSE
SurfaceTopography,,9,phi,Polygonal - high centred,SurfaceTopographyType,,TRUE,,FALSE
SurfaceTopography,,10,plo,Polygonal - low centred,SurfaceTopographyType,,TRUE,,FALSE
SurfaceTopography,,11,rib,Ribbed,SurfaceTopographyType,,TRUE,,FALSE
SurfaceTopography,,12,smo,Smooth,SurfaceTopographyType,,TRUE,,FALSE
SurfaceTopography,,13,tus,Tussocked,SurfaceTopographyType,,TRUE,,FALSE
SurfaceTopography,,14,und,Undulating,SurfaceTopographyType,,TRUE,,FALSE
SurfaceTopographySize,,1,,null,,,FALSE,,FALSE
SurfaceTopographySize,,2,ex,extremely,,,FALSE,,FALSE
SurfaceTopographySize,,3,mc,micro,,,FALSE,,FALSE
SurfaceTopographySize,,4,md,moderately,,,FALSE,,FALSE
SurfaceTopographySize,,5,sl,slightly,,,FALSE,,FALSE
SurfaceTopographySize,,6,st,strongly,,,FALSE,,FALSE
SurfaceTopographySize,,7,sv,severely,,,FALSE,,FALSE
SurfaceTopographySize,,8,ul,ultra,,,FALSE,,FALSE
SurficialMaterial,,1,,Null,SurficialMaterialSurf,,TRUE,,FALSE
SurficialMaterial,,2,A,Anthropogenic,SurficialMaterialSurf,,TRUE,,FALSE
SurficialMaterial,,3,C,Colluvium,SurficialMaterialSurf,,TRUE,,FALSE
SurficialMaterial,,4,D,Weathered bedrock,SurficialMaterialSurf,,TRUE,,FALSE
SurficialMaterial,,5,E,Eolian,SurficialMaterialSurf,,TRUE,,FALSE
SurficialMaterial,,6,F,Fluvial,SurficialMaterialSurf,,TRUE,,FALSE
SurficialMaterial,,7,FG,Glaciofluvial,SurficialMaterialSurf,,TRUE,,FALSE
SurficialMaterial,,8,I,Ice,SurficialMaterialSurf,,TRUE,,FALSE
SurficialMaterial,,9,L,Lacustrine,SurficialMaterialSurf,,TRUE,,FALSE
SurficialMaterial,,10,LG,Glaciolacustrine,SurficialMaterialSurf,,TRUE,,FALSE
SurficialMaterial,,11,M,Morainal,SurficialMaterialSurf,,TRUE,,FALSE
SurficialMaterial,,12,O,Organic,SurficialMaterialSurf,,TRUE,,FALSE
SurficialMaterial,,13,R,Bedrock,SurficialMaterialSurf,,TRUE,,FALSE
SurficialMaterial,,14,U,Undifferentiated,SurficialMaterialSurf,,TRUE,,FALSE
SurficialMaterial,,15,V,Volcanic,SurficialMaterialSurf,,TRUE,,FALSE
SurficialMaterial,,16,W,Marine,SurficialMaterialSurf,,TRUE,,FALSE
SurficialMaterial,,17,WG,Glaciomarine,SurficialMaterialSurf,,TRUE,,FALSE
TerrainTexture,,1,,Null,,,FALSE,,FALSE
TerrainTexture,,2,a,blocks,,,FALSE,,FALSE
TerrainTexture,,3,b,boulders,,,FALSE,,FALSE
TerrainTexture,,4,c,clay,,,FALSE,,FALSE
TerrainTexture,,5,d,mixed fragments,,,FALSE,,FALSE
TerrainTexture,,6,e,fibric,,,FALSE,,FALSE
TerrainTexture,,7,g,gravel,,,FALSE,,FALSE
TerrainTexture,,8,h,humic,,,FALSE,,FALSE
TerrainTexture,,9,k,Cobble,,,FALSE,,FALSE
TerrainTexture,,10,m,mud,,,FALSE,,FALSE
TerrainTexture,,11,p,Pebbles,,,FALSE,,FALSE
TerrainTexture,,12,r,rubble,,,FALSE,,FALSE
TerrainTexture,,13,s,sand,,,FALSE,,FALSE
TerrainTexture,,14,u,mesic,,,FALSE,,FALSE
TerrainTexture,,15,x,angular,,,FALSE,,FALSE
TerrainTexture,,16,y,shells,,,FALSE,,FALSE
TerrainTexture,,17,z,silt,,,FALSE,,FALSE
TransDistrib,,2,1,Homogenous,TransDistrib,,TRUE,,FALSE
TransDistrib,,3,2,90% Homogenous,TransDistrib,,TRUE,,FALSE
TransDistrib,,4,3,Homo-Transitional,TransDistrib,,TRUE,,FALSE
TransDistrib,,5,4,Gradation,TransDistrib,,TRUE,,FALSE
TransDistrib,,6,5,70%/30%,TransDistrib,,TRUE,,FALSE
TransDistrib,,7,6,70%/20%/10%,TransDistrib,,TRUE,,FALSE
TransDistrib,,8,7,50%+/50%transition,TransDistrib,,TRUE,,FALSE
TransDistrib,,9,8,50%+trans/50%other,TransDistrib,,TRUE,,FALSE
TransDistrib,,1,,null,TransDistrib,,TRUE,,FALSE
UtilizationCode,,1,,null,,,FALSE,,FALSE
UtilizationCode,,2,0,Nil,,,FALSE,,FALSE
UtilizationCode,,3,1,Slight (1-15),,,FALSE,,FALSE
UtilizationCode,,4,2,Light (16-36),,,FALSE,,FALSE
UtilizationCode,,5,3,Moderate (36-65),,,FALSE,,FALSE
UtilizationCode,,6,4,Heavy (66-80),,,FALSE,,FALSE
UtilizationCode,,7,5,Extreme (80-100),,,FALSE,,FALSE
VegCoverMethod,,1,,Null,Metadata form,,FALSE,,FALSE
VegCoverMethod,,2,Percent,,Metadata form,,FALSE,,FALSE
VegCoverMethod,,3,Braun-Blanquet,,Metadata form,,FALSE,,FALSE
VegCoverMethod,,4,Domin-Krajina,,Metadata form,,FALSE,,FALSE
VegCoverMethod,,5,Other,,Metadata form,,FALSE,,FALSE
VegOther1,,1,,null,,,FALSE,,FALSE
VegOther1,,2,1,Class 1,,,FALSE,,FALSE
VegOther1,,3,2,Class 2,,,FALSE,,FALSE
VegOther1,,4,3,Class 3,,,FALSE,,FALSE
VegOther1,,5,4,Class 4,,,FALSE,,FALSE
VegOther2,,1,,null,,,FALSE,,FALSE
VegOther2,,2,1,Class 1,,,FALSE,,FALSE
VegOther2,,3,2,Class 2,,,FALSE,,FALSE
VegOther2,,4,3,Class 3,,,FALSE,,FALSE
VegOther2,,5,4,Class 4,,,FALSE,,FALSE
VigourCode,,1,,null,,,FALSE,,FALSE
VigourCode,,2,0,Dead,,,FALSE,,FALSE
VigourCode,,3,1,Poor,,,FALSE,,FALSE
VigourCode,,4,2,Fair,,,FALSE,,FALSE
VigourCode,,5,3,Good,,,FALSE,,FALSE
VigourCode,,6,4,Excellent,,,FALSE,,FALSE
vonPost,,1,1,undecomposed,,,FALSE,,FALSE
vonPost,,2,2,almost undecomposed,,,FALSE,,FALSE
vonPost,,3,3,very weakly decomposed,,,FALSE,,FALSE
vonPost,,4,4,weakly decomposed,,,FALSE,,FALSE
vonPost,,5,5,moderately decomposed,,,FALSE,,FALSE
vonPost,,6,6,strongly decomposed; 1/3 escapes,,,FALSE,,FALSE
vonPost,,7,7,strongly decomposed; 1/2 escapes,,,FALSE,,FALSE
vonPost,,8,8,very strongly decomposed,,,FALSE,,FALSE
vonPost,,9,9,almost completely decomposed,,,FALSE,,FALSE
vonPost,,10,10,completely decomposed,,,FALSE,,FALSE
vonPost,,0,,null,,,FALSE,,FALSE
WaterSource,,1,,Null,WaterSource,,TRUE,,FALSE
WaterSource,,2,E,"Tidal, saltwater",WaterSource,,TRUE,,FALSE
WaterSource,,3,F,Stream sub-irrigation and flooding,WaterSource,,TRUE,,FALSE
WaterSource,,4,G,Groundwater,WaterSource,,TRUE,,FALSE
WaterSource,,9,Z,Permafrost,WaterSource,,TRUE,,FALSE
WaterSource,,5,M,Mineral spring,WaterSource,,TRUE,,FALSE
WaterSource,,6,P,Preciptitation,WaterSource,,TRUE,,FALSE
WaterSource,,7,S,Snowmelt,WaterSource,,TRUE,,FALSE
WaterSource,,8,T,"Tidal, freshwater",WaterSource,,TRUE,,FALSE
WoodCondition,,2,1,no decay,,,FALSE,,FALSE
WoodCondition,,3,2,probable limited internal decay &/or deformities,,,FALSE,,FALSE
WoodCondition,,4,3,"wood esssentially hard, limited decay",,,FALSE,,FALSE
WoodCondition,,5,4,"wood mostly hard but decay spreading, soft wood present",,,FALSE,,FALSE
WoodCondition,,6,5,"balance of hard and soft wood, spongy sections",,,FALSE,,FALSE
WoodCondition,,7,6,more soft and spongy wood than hard wood,,,FALSE,,FALSE
WoodCondition,,8,7,"no more hard wood. all soft or spongy, powdery sections",,,FALSE,,FALSE
WoodCondition,,9,8,"hollow shell, outer wood mostly hard or firm",,,FALSE,,FALSE
WoodCondition,,1,,null,,,FALSE,,FALSE
Zone,,1,,Null,Zone,,TRUE,,FALSE
Zone,,3,BAFA,Boreal Altai Fescue Alpine,Zone,,TRUE,,FALSE
Zone,,4,BG,Bunchgrass,Zone,,TRUE,,FALSE
Zone,,5,BWBS,Boreal White and Black Spruce,Zone,,TRUE,,FALSE
Zone,,6,CDF,Coastal Douglas-fir,Zone,,TRUE,,FALSE
Zone,,7,CMA,Coastal Mountain-heather Alpine,Zone,,TRUE,,FALSE
Zone,,8,CWH,Coastal Western Hemlock,Zone,,TRUE,,FALSE
Zone,,9,ESSF,Engelmann Spruce -- Subalpine Fir,Zone,,TRUE,,FALSE
Zone,,10,ICH,Interior Cedar -- Hemlock,Zone,,TRUE,,FALSE
Zone,,11,IDF,Interior Douglas-fir,Zone,,TRUE,,FALSE
Zone,,12,IMA,Interior Mountain-heather Alpine,Zone,,TRUE,,FALSE
Zone,,13,MH,Mountain Hemlock,Zone,,TRUE,,FALSE
Zone,,14,MS,Montane Spruce,Zone,,TRUE,,FALSE
Zone,,15,PP,Ponderosa Pine,Zone,,TRUE,,FALSE
Zone,,16,SBPS,Sub-Boreal Pine -- Spruce,Zone,,TRUE,,FALSE
Zone,,17,SBS,Sub-Boreal Spruce,Zone,,TRUE,,FALSE
Zone,,18,SWB,Spruce -- Willow -- Birch,Zone,,TRUE,,FALSE
